243.877292,107.236410,26.933520
211.018742,158.331040,25.331693
240.973973,88.322549,1.687172
246.139726,87.830854,1.912957
265.582787,99.792767,3.868994
167.047406,93.862372,2.199148
192.669005,87.054699,4.310442
195.329215,124.425051,47.526205
162.869382,141.928761,31.739729
217.519043,90.316340,8.280095
237.764855,91.986342,9.134956
187.562199,116.167433,30.595247
217.801215,121.538117,7.188837
275.843344,179.476031,0.404778
275.880327,179.563287,0.463827
275.866406,179.528527,0.472406
275.834904,179.457938,0.419079
275.839005,179.465647,0.405564
275.828335,179.443409,0.374503
275.833986,179.455772,0.382033
275.837254,179.463662,0.386546
275.800017,179.387149,0.318623
275.814094,179.414167,0.339889
275.822369,179.416608,0.303120
275.842094,179.429679,0.299332
275.834251,179.414596,0.311294
275.835321,179.415851,0.291817
275.816578,179.381233,0.297956
275.844836,179.439378,0.344895
275.859183,179.466878,0.400819
275.830308,179.406715,0.331467
275.849963,179.446929,0.356239
275.810076,179.369206,0.304867
275.807704,179.364541,0.288011
275.814790,179.378154,0.329596
275.798446,179.348413,0.287753
275.797223,179.346214,0.277626
275.794763,179.342431,0.279973
275.795444,179.342912,0.264714
275.806049,179.363370,0.279469
275.819352,179.387172,0.335685
275.804968,179.360260,0.300105
275.795022,179.342332,0.271413
275.794324,179.341317,0.264606
275.794195,179.340766,0.257786
275.792925,179.338901,0.271365
275.788443,179.331023,0.254801
275.785596,179.326803,0.243377
275.768167,179.298686,0.248945
275.784077,179.324380,0.249662
275.826067,179.370117,0.259350
275.783685,179.341893,0.260114
275.794436,179.358873,0.259469
275.787880,179.347677,0.269797
275.781194,179.335663,0.252240
275.825416,179.415747,0.299041
275.799250,179.366635,0.255187
275.785582,179.338070,0.217526
275.780095,179.330902,0.247139
275.771514,179.320088,0.252263
275.768798,179.315503,0.261011
275.791123,179.332820,-0.116681
275.770238,179.332129,0.224412
275.769909,179.331325,0.224263
275.782686,179.342973,0.230523
275.804271,179.360858,0.236328
275.792492,179.340043,0.214028
275.799439,179.352874,0.243988
275.805565,179.364125,0.226985
275.806518,179.365192,0.258166
275.791905,179.339648,0.246012
275.792072,179.338996,0.219590
275.796093,179.346442,0.224613
275.798652,179.350377,0.214682
275.793370,179.342239,0.237715
275.851008,179.478823,0.328682
275.172438,179.381858,0.321435
273.894549,179.318354,0.326142
273.899579,179.326713,0.322367
273.908667,179.342884,0.337097
274.014202,179.462314,0.366441
273.926927,179.282287,0.319963
273.909688,179.255064,0.296721
273.925846,179.280352,0.318511
273.925743,179.279705,0.307635
273.940780,179.295472,0.301726
273.923176,179.260613,0.283568
273.893458,179.215833,0.262945
273.906146,179.233959,0.253514
273.899966,179.225165,0.268471
273.898706,179.222995,0.264006
273.904357,179.230286,0.263205
273.889850,179.208574,0.237156
273.914816,179.245102,0.266505
273.899307,179.221796,0.254759
273.898780,179.221628,0.267634
273.899794,179.222163,0.261112
273.884547,179.200093,0.253759
273.888668,179.205508,0.247843
273.898973,179.220193,0.270844
273.928605,179.264486,0.282566
273.924608,179.257494,0.261826
273.880781,179.193314,0.243069
273.900901,179.221676,0.243898
273.903828,179.225562,0.251950
273.918586,179.247552,0.274817
273.899130,179.218961,0.273526
273.899148,179.217799,0.237126
273.912565,179.237052,0.239335
273.893362,179.187641,0.320378
273.986994,179.304696,0.233658
273.990031,179.252442,0.240332
273.994533,179.268462,0.277662
273.998306,179.265300,0.258695
187.867491,122.160128,14.002681
195.925358,178.981137,0.821838
195.929458,178.984881,0.782157
195.887552,178.939443,0.778607
195.885704,178.937391,0.767505
195.875252,178.926783,0.783117
195.941743,178.999462,0.817202
195.914694,178.968103,0.805750
195.919684,178.973036,0.798341
195.922669,178.976134,0.783138
195.903817,178.955896,0.787854
195.898020,178.950017,0.789528
195.928785,178.983732,0.792102
195.921462,178.975949,0.798063
195.900003,178.952729,0.787362
195.929685,178.985666,0.780762
196.002167,179.071249,0.879620
195.938789,178.996827,0.830656
195.939467,178.997477,0.820472
195.911032,178.965568,0.780993
195.935755,178.994250,0.810831
195.932752,178.990525,0.799180
195.916929,178.972874,0.791353
195.936192,178.994798,0.796546
195.888141,178.942028,0.768075
195.892418,178.947119,0.763402
195.912079,178.968257,0.772955
195.891178,178.946324,0.788056
195.912598,178.969189,0.763473
195.984941,179.054254,0.871955
196.036058,179.118155,0.920583
196.018203,179.096365,0.914342
195.991517,179.062368,0.857158
195.954537,179.018751,0.838081
195.933712,178.995233,0.831556
195.928566,178.989300,0.804712
195.920068,178.979947,0.805118
195.943784,179.008797,0.822915
195.971299,179.039855,0.859867
196.003178,179.079742,0.888995
196.052257,179.142490,0.956920
195.962779,179.030334,0.849675
195.975855,179.046421,0.849698
195.958149,179.025178,0.845131
195.994201,179.070583,0.900075
196.005409,179.082546,0.866940
196.007707,179.086391,0.887534
195.935249,178.999679,0.828858
195.945863,179.011637,0.815008
195.955044,179.022328,0.808375
195.919695,178.982382,0.796367
195.932104,178.996271,0.778678
195.915646,178.978295,0.785017
195.931122,178.995911,0.787495
206.120297,179.038980,0.525540
207.022398,178.810697,0.647117
207.551383,179.216976,0.498909
207.539716,179.200828,0.479531
207.548763,179.213037,0.463983
207.496710,179.142596,0.472583
207.533490,179.193179,0.477708
207.535944,179.194348,0.442445
207.524723,179.179694,0.449844
207.527013,179.182101,0.421454
207.540599,179.201594,0.430044
207.534439,179.193229,0.426435
207.529586,179.187699,0.437943
207.523322,179.178314,0.418691
207.534555,179.194366,0.422187
207.533834,179.194821,0.438882
207.539485,179.202897,0.439185
207.518323,179.172737,0.410001
207.516484,179.170647,0.411624
207.548293,179.216397,0.457940
207.563156,179.239831,0.491766
207.561503,179.237197,0.490995
207.532250,179.194440,0.443345
207.512952,179.168150,0.433494
207.519837,179.177568,0.423761
207.531620,179.194505,0.430583
207.524389,179.184562,0.424138
207.554125,179.228070,0.474993
207.548697,179.220660,0.480558
207.551280,179.223487,0.433994
207.561704,179.238785,0.416767
207.545732,179.216472,0.443886
207.541245,179.210583,0.429803
207.550144,179.223573,0.425427
207.557960,179.234955,0.429484
207.548043,179.220820,0.424457
207.547286,179.220213,0.417489
207.535029,179.202610,0.408944
207.529933,179.195938,0.403393
207.553202,179.230167,0.418880
207.550925,179.226846,0.429022
207.527707,179.193775,0.411599
207.529380,179.196528,0.412376
207.515806,179.194332,0.406731
207.503236,179.177356,0.408638
207.513860,179.192370,0.405931
207.518462,179.198862,0.394470
207.518703,179.199634,0.394183
207.518242,179.199709,0.420337
207.508746,179.187002,0.428740
207.504470,179.181410,0.417110
207.516809,179.198715,0.412829
207.525824,179.212173,0.421098
